Index,Real,Predict_1,Predict_2,Predict_3,Predict_4,Predict_5,Predict_6,Predict_7,Predict_8,Predict_9,Predict_10,Predict_11,Predict_12,Predict_13,Predict_14,Predict_15,Predict_16,Predict_17,Predict_18,Predict_19,Predict_20,Predict_21,Predict_22,Predict_23,Predict_24,Predict_25,Predict_26,Predict_27,Predict_28,Predict_29
118,-0.46364,-0.4256046414375305,-0.2605791389942169,-0.3356609046459198,-0.3833807110786438,-0.5469050407409668,-0.3839245140552521,-0.5031367540359497,-0.605434000492096,-0.502738893032074,-0.3008258938789367,-0.4546857476234436,-0.502607524394989,-0.3206012845039367,-0.4335107207298279,-0.3649186491966247,-0.3020775020122528,-0.330203115940094,-0.3458029329776764,-0.4601905047893524,-0.4931568801403045,-0.2603547275066376,-0.4952897727489471,-0.4024956822395324,-0.3428861498832702,-0.3091508150100708,-0.4259319603443146,-0.4241521954536438,-0.3109437525272369,-0.3196476995944977
119,-0.59948,-0.571157693862915,-0.4475173056125641,-0.4976033270359039,-0.4409577846527099,-0.4799234271049499,-0.5858937501907349,-0.5775435566902161,-0.4612724483013153,-0.528056800365448,-0.4559586942195892,-0.5897126197814941,-0.6108894944190979,-0.5168418884277344,-0.6425332427024841,-0.4510784745216369,-0.3633142411708832,-0.510490357875824,-0.4781074523925781,-0.492069661617279,-0.5680137872695923,-0.3882103264331817,-0.45156130194664,-0.5062506198883057,-0.5128682851791382,-0.4181727170944214,-0.5085254907608032,-0.422928899526596,-0.591093897819519,-0.4272056519985199
120,-0.74775,-0.6187744140625,-0.5703603625297546,-0.607643723487854,-0.6177096962928772,-0.6564077138900757,-0.6663687229156494,-0.6823173761367798,-0.6638615131378174,-0.6746000647544861,-0.6597335338592529,-0.6858881711959839,-0.7162533402442932,-0.6599186658859253,-0.7095199823379517,-0.6048675179481506,-0.6322451233863831,-0.6917265057563782,-0.684604287147522,-0.7461175918579102,-0.6481769680976868,-0.6252212524414062,-0.5785180926322937,-0.7027454972267151,-0.5878114700317383,-0.6074479818344116,-0.7117100954055786,-0.6408331990242004,-0.6423785090446472,-0.6403767466545105
121,-0.88763,-0.8500332832336426,-0.8646817803382874,-0.9617248773574828,-0.8542139530181885,-1.01078999042511,-0.8077040314674377,-0.8661980628967285,-1.0039552450180054,-0.7938005328178406,-0.8287171125411987,-0.8375495672225952,-0.884896993637085,-0.8425126075744629,-0.8341658115386963,-0.7862082123756409,-0.756127119064331,-0.877203643321991,-0.8108863830566406,-0.8322263956069946,-0.8259646892547607,-0.8186373114585876,-0.9168959856033324,-0.8505833148956299,-0.8186398148536682,-0.7540904879570007,-0.8757790923118591,-0.7502068877220154,-0.8807179927825928,-0.8196807503700256
122,-1.00519,-0.9921319484710692,-0.9291284680366516,-0.973992645740509,-1.018393635749817,-0.9797714948654176,-0.9871702194213868,-1.001414179801941,-0.9753095507621764,-0.9863168597221376,-1.0648609399795532,-1.0526998043060305,-0.9913426041603088,-0.990563988685608,-0.9767493605613708,-0.9634438157081604,-0.9459074139595032,-1.0058753490447998,-1.0170903205871582,-0.963837742805481,-0.9498791694641112,-0.8705874681472778,-0.9872800707817078,-0.9946364760398864,-0.9816778898239136,-0.9287445545196532,-1.0609554052352903,-0.9169614911079408,-1.013800859451294,-1.022684931755066
123,-1.09188,-1.1217516660690308,-1.0638606548309326,-1.1359580755233765,-1.1447380781173706,-1.20228374004364,-1.087818264961243,-1.1328775882720947,-1.1267085075378418,-1.101422667503357,-1.1156892776489258,-1.0889394283294678,-1.1602150201797483,-1.1342285871505735,-1.1335372924804688,-1.0451098680496216,-1.0992367267608645,-1.153496026992798,-1.149570107460022,-1.1140884160995483,-1.1599738597869873,-1.0060865879058838,-1.0792773962020874,-1.116401195526123,-1.0961956977844238,-1.0599886178970337,-1.1874191761016846,-1.011437177658081,-1.1539446115493774,-1.0907011032104492
124,-1.1518,-1.2195498943328855,-1.0835505723953247,-1.1305187940597534,-1.1902657747268677,-1.2972484827041626,-1.1302427053451538,-1.2206615209579468,-1.249013066291809,-1.123311996459961,-1.1779111623764038,-1.2166937589645386,-1.1794112920761108,-1.2158228158950806,-1.127050518989563,-1.1028105020523071,-1.1036380529403689,-1.1692434549331665,-1.2033787965774536,-1.1867694854736328,-1.1578103303909302,-1.1409059762954712,-1.2097761631011963,-1.2082726955413818,-1.1493030786514282,-1.1303822994232178,-1.18007493019104,-1.2064698934555054,-1.220035433769226,-1.1742767095565796
125,-1.19408,-1.235914945602417,-1.152838945388794,-1.1562474966049194,-1.239891529083252,-1.2267273664474487,-1.1929354667663574,-1.2104902267456057,-1.2546757459640503,-1.1665246486663818,-1.1973001956939695,-1.2455905675888062,-1.2149020433425903,-1.2306759357452393,-1.2531967163085938,-1.133929967880249,-1.144188642501831,-1.1866540908813477,-1.2054861783981323,-1.2269893884658811,-1.1615015268325806,-1.195539116859436,-1.2541996240615845,-1.2580536603927612,-1.213610053062439,-1.1484365463256836,-1.1485848426818848,-1.164618968963623,-1.1920974254608154,-1.1545699834823608
126,-1.22364,-1.272216558456421,-1.1575907468795776,-1.1778804063796997,-1.2739585638046265,-1.2583590745925903,-1.212248921394348,-1.253814458847046,-1.251267671585083,-1.2040224075317385,-1.2154834270477295,-1.248013973236084,-1.2166993618011477,-1.2074978351593018,-1.2319626808166504,-1.1363075971603394,-1.112408995628357,-1.2254812717437744,-1.258747696876526,-1.211056113243103,-1.266530990600586,-1.1515552997589111,-1.20914626121521,-1.2422560453414917,-1.2180116176605225,-1.1850533485412598,-1.1891145706176758,-1.1349999904632568,-1.1453421115875244,-1.1475313901901245
127,-1.23206,-1.265269756317139,-1.126340389251709,-1.1882909536361694,-1.2000083923339844,-1.2265909910202026,-1.2200846672058103,-1.198078989982605,-1.2487748861312866,-1.212310552597046,-1.217268466949463,-1.191856861114502,-1.2155455350875854,-1.1811516284942627,-1.3387389183044434,-1.1159727573394775,-1.1209217309951782,-1.1754512786865234,-1.1805274486541748,-1.1895484924316406,-1.2371186017990112,-1.1716370582580566,-1.2419871091842651,-1.2333695888519287,-1.150040864944458,-1.2412583827972412,-1.2221167087554932,-1.2278105020523071,-1.1982550621032717,-1.1563597917556763
128,-1.20543,-1.2729239463806152,-1.1263720989227295,-1.148972511291504,-1.2451472282409668,-1.202675223350525,-1.1517915725708008,-1.235301494598389,-1.272737741470337,-1.205014705657959,-1.1980034112930298,-1.2014734745025637,-1.1934716701507568,-1.2028826475143433,-1.244092583656311,-1.1286239624023438,-1.1158617734909058,-1.2020875215530396,-1.1679631471633911,-1.220895528793335,-1.2373136281967163,-1.1976412534713743,-1.206965088844299,-1.2201367616653442,-1.247418999671936,-1.1335058212280271,-1.1984773874282837,-1.1421771049499512,-1.169543981552124,-1.2078416347503662
129,-1.13494,-1.230259895324707,-1.0720866918563845,-1.0958908796310425,-1.147151231765747,-1.1325057744979858,-1.1531264781951904,-1.1817275285720823,-1.1812069416046145,-1.122170090675354,-1.144147872924805,-1.1587684154510498,-1.198238968849182,-1.190873384475708,-1.1694098711013794,-1.0811604261398315,-1.0738325119018557,-1.232224464416504,-1.102454662322998,-1.1688681840896606,-1.1453145742416382,-1.0731782913208008,-1.1444275379180908,-1.1854413747787476,-1.1363942623138428,-1.135978102684021,-1.164758324623108,-1.1284725666046145,-1.129610300064087,-1.1739951372146606
130,-1.02174,-1.069205641746521,-1.0032349824905396,-1.037981629371643,-1.0682159662246704,-1.0772836208343506,-1.0683363676071167,-1.144336223602295,-1.1045372486114502,-1.0394160747528076,-1.1198492050170898,-1.0931614637374878,-1.0808333158493042,-1.100404143333435,-1.115140438079834,-0.9627684950828552,-0.9975765347480774,-1.0969486236572266,-1.13894522190094,-1.0488020181655884,-1.0363813638687134,-1.0689634084701538,-1.0563275814056396,-1.0865930318832395,-1.0808686017990112,-1.0119975805282593,-1.1077414751052856,-1.0221160650253296,-1.0510882139205933,-1.067548155784607
131,-0.87399,-0.9437141418457032,-0.8353008031845093,-0.9346713423728944,-0.8688850998878479,-1.0185787677764893,-0.8687860369682312,-0.9016672372817992,-0.9569556713104248,-0.8752706050872803,-0.9169580936431884,-0.9272907972335817,-0.9644814133644104,-0.9342687726020812,-0.9635361433029176,-0.8505946397781372,-0.8687726259231567,-0.9185687303543092,-0.9141692519187928,-0.9355909824371338,-0.8610501885414124,-0.9078251123428344,-0.9605984091758728,-0.9319956302642822,-0.9547895193099976,-0.7924749255180359,-0.8977502584457397,-0.8798157572746277,-0.941278636455536,-0.9378450512886047
132,-0.6956,-0.7283861637115479,-0.6012772917747498,-0.7504609823226929,-0.7063759565353394,-0.7772843837738037,-0.6583524346351624,-0.7789491415023804,-0.7587247490882874,-0.7661245465278625,-0.7543494701385498,-0.7332612872123718,-0.837436318397522,-0.7360270619392395,-0.7290894389152527,-0.6418631672859192,-0.733029305934906,-0.7631037831306458,-0.6915668249130249,-0.6629638075828552,-0.6312311291694641,-0.6880029439926147,-0.7025350332260132,-0.7767068147659302,-0.7467319369316101,-0.7550961375236511,-0.7307455539703369,-0.7018662691116333,-0.7337988615036011,-0.723248302936554
133,-0.49269,-0.4970857501029968,-0.4971954226493835,-0.573562741279602,-0.5595042705535889,-0.5426043272018433,-0.4854974746704101,-0.5390233397483826,-0.5327935814857483,-0.4439174234867096,-0.4969643950462341,-0.5327203273773193,-0.5895712375640869,-0.4791399240493774,-0.5149258971214294,-0.4308840632438659,-0.3659173250198364,-0.5526114106178284,-0.4947010576725006,-0.5906025767326355,-0.6248894333839417,-0.4995672702789306,-0.4771804809570312,-0.5316810607910156,-0.5387758612632751,-0.456035315990448,-0.523192286491394,-0.5140712261199951,-0.5625836253166199,-0.4776366949081421
134,-0.27846,-0.2390315532684326,-0.1867665797472,-0.3577466309070587,-0.2169224172830581,-0.3216575384140014,-0.1959694027900695,-0.324270635843277,-0.3488107025623321,-0.2419183254241943,-0.2991152107715606,-0.3166863620281219,-0.3346021771430969,-0.3381095826625824,-0.2886832356452942,-0.1582621335983276,-0.1916539520025253,-0.2885065674781799,-0.2775785624980926,-0.4063300192356109,-0.3573683500289917,-0.2979577779769897,-0.3213674426078796,-0.3853932023048401,-0.3375750184059143,-0.2412061691284179,-0.337008386850357,-0.4044517278671264,-0.1798716485500335,-0.2344735562801361
135,-0.07076,-0.1131404936313629,0.0397146120667457,0.0470942631363868,-0.0243120975792408,-0.0176914166659116,0.0158564932644367,-0.0290422309190034,-0.043180163949728,-0.0213592536747455,-0.0562859997153282,-0.0991195887327194,-0.0720536187291145,-0.0874531716108322,-0.0095303282141685,0.0186715461313724,0.0165005158632993,-0.1366737633943557,0.0252956245094537,0.0025130191352218,0.0593293830752372,-0.1268371194601059,-0.0360742025077343,-0.0947973430156707,-0.1076119393110275,-0.184058740735054,-0.0430606827139854,0.0161399990320205,-0.0202014464884996,-0.06921176612377167
136,0.11463,-0.1086787655949592,0.2933366894721985,0.0698391199111938,0.1752905547618866,0.0670482218265533,0.1676245629787445,0.1291673928499221,0.0739101320505142,0.1000111848115921,0.1236365735530853,0.1391391903162002,0.030202055349946,0.0025534122250974,0.093862771987915,0.1328673213720321,0.1714256554841995,0.1453329026699066,0.1648668944835662,0.1495896428823471,0.0633041337132453,0.073236659169197,0.1878350377082824,0.0791193172335624,0.1403456926345825,0.2365746945142746,0.1512714326381683,0.2187881767749786,0.2175726145505905,0.06108478084206581
137,0.25929,0.3057381212711334,0.3383586704730987,0.2905609011650085,0.4097399115562439,0.1835160106420517,0.3623170256614685,0.1561767309904098,0.2467556297779083,0.2826219797134399,0.2942676246166229,0.2326796054840088,0.2473517060279846,0.3311713635921478,0.2164929509162902,0.2702164351940155,0.1843812465667724,0.3891055285930633,0.2702964544296264,0.4221590757369995,0.2341877371072769,0.188866376876831,0.3006085753440857,0.2462826073169708,0.3015176057815552,0.4656408429145813,0.2755879461765289,0.3720906376838684,0.1241318583488464,0.35878321528434753
138,0.35225,0.3301962614059448,0.4964573085308075,0.2618501484394073,0.3794693350791931,0.2074981480836868,0.4146285951137543,0.4872956275939941,0.3476328551769256,0.4340984225273132,0.4596105813980102,0.3889718949794769,0.3155796527862549,0.4545603096485138,0.0725903734564781,0.4956743717193603,0.5732116103172302,0.3545411825180053,0.4366952776908874,0.3632581532001495,0.3258481621742248,0.2470346093177795,0.56238853931427,0.3718807399272918,0.4778402745723724,0.3472089171409607,0.4513047039508819,0.5416242480278015,0.3849884569644928,0.4784140884876251
139,0.39989,0.4290047287940979,0.5448639988899231,0.3794885873794555,0.2223631590604782,0.5438115000724792,0.3735006153583526,0.5135831832885742,0.4092499017715454,0.3761238753795624,0.4499698579311371,0.4384936988353729,0.4489709734916687,0.3355187177658081,0.4109313189983368,0.588095486164093,0.4776115119457245,0.4023559093475342,0.5182551741600037,0.4705751836299896,0.4773536622524261,0.4629348814487457,0.3453081846237182,0.27748903632164,0.5238928198814392,0.4684751331806183,0.4582085013389587,0.5955961346626282,0.5042550563812256,0.43964359164237976
140,0.42772,0.5665044784545898,0.553983747959137,0.5090761780738831,0.4901431500911712,0.3007120192050934,0.4760682582855224,0.4415647089481354,0.5910041332244873,0.5123358964920044,0.4407055079936981,0.3353269398212433,0.4417674243450165,0.4183560907840729,0.2984620928764343,0.5343648195266724,0.5509335398674011,0.3906102478504181,0.4004786014556885,0.4269771575927734,0.2516027987003326,0.4284041225910187,0.4777836501598358,0.4540091454982757,0.4817784130573272,0.2096654027700424,0.4349462985992431,0.463874876499176,0.4627634882926941,0.47710490226745605
141,0.46288,0.5296501517295837,0.6422436237335205,0.5772727727890015,0.3969070017337799,0.4173183143138885,0.4552375376224518,0.556279718875885,0.5292081236839294,0.550886332988739,0.5426582098007202,0.5186598896980286,0.4237559139728546,0.5037133097648621,0.5706686973571777,0.5763142704963684,0.3950478434562683,0.5573126077651978,0.4321274757385254,0.4439324140548706,0.5698823928833008,0.3902603089809418,0.4493952989578247,0.3643366694450378,0.4510147869586944,0.3637300431728363,0.3915400505065918,0.5249124765396118,0.3988504111766815,0.5037431716918945
142,0.51356,0.3882553875446319,0.3711268603801727,0.3021827638149261,0.3429381847381592,0.4708949327468872,0.3780072629451751,0.5150573253631592,0.5987550616264343,0.5848357081413269,0.4847599267959595,0.458207756280899,0.4449279010295868,0.5021081566810608,0.6077540516853333,0.5921419262886047,0.6022348999977112,0.5069632530212402,0.4391286671161651,0.5022037029266357,0.4580360054969787,0.6186507344245911,0.4395008981227875,0.3871651589870453,0.4989994168281555,0.4599061608314514,0.403620570898056,0.5350428223609924,0.4591911733150482,0.5673198699951172
143,0.56948,0.5966931581497192,0.727972686290741,0.5440735220909119,0.52646404504776,0.6584906578063965,0.4953493177890777,0.4680508077144623,0.5386132597923279,0.5116556286811829,0.5433192253112793,0.4730995595455169,0.4309383332729339,0.5422011017799377,0.5972586274147034,0.5310095548629761,0.5082060098648071,0.5205745697021484,0.4440898299217224,0.429378479719162,0.4190087914466858,0.6072202324867249,0.3083549737930298,0.4755125939846039,0.4681040346622467,0.353635162115097,0.5013723969459534,0.5305935740470886,0.4573945999145508,0.46797946095466614
144,0.62216,0.7239314913749695,0.7399969696998596,0.592686653137207,0.527767539024353,0.3853553831577301,0.6643911004066467,0.5874895453453064,0.3792684972286224,0.6821202039718628,0.3773258626461029,0.6923744082450867,0.6150383353233337,0.443790853023529,0.5422924160957336,0.7233686447143555,0.6286473870277405,0.7020184993743896,0.5352640748023987,0.6210150122642517,0.5729541182518005,0.6845415234565735,0.4029191434383392,0.4149842262268066,0.474287211894989,0.7331007122993469,0.5283436179161072,0.7427942752838135,0.5375505685806274,0.6441723108291626
145,0.66689,0.4017636179924011,0.863481879234314,0.5926251411437988,0.6725398898124695,0.6492534875869751,0.6826668381690979,0.7521786689758301,0.5937444567680359,0.7447203397750854,0.512212872505188,0.5706060528755188,0.6900644302368164,0.6638565063476562,0.7227835059165955,0.6041224598884583,0.5704614520072937,0.648602306842804,0.7251493334770203,0.6342303156852722,0.6424108743667603,0.5982507467269897,0.6147695779800415,0.7272776961326599,0.5358808636665344,0.8043967485427856,0.5388873219490051,0.5251620411872864,0.7098532319068909,0.653555154800415
146,0.70239,0.4989446699619293,0.6999263763427734,0.6428483724594116,0.720870316028595,0.8379176259040833,0.734702467918396,0.8017096519470215,0.7715715169906616,0.7242844700813293,0.746199369430542,0.5667566061019897,0.7453134059906006,0.7808773517608643,0.6277481913566589,0.7074908018112183,0.7280376553535461,0.6797283291816711,0.7720365524291992,0.6385829448699951,0.6991158723831177,0.7589650750160217,0.4333211183547973,0.7815693616867065,0.6484120488166809,0.7838453054428101,0.6774082183837891,0.5070765018463135,0.7657858729362488,0.750043511390686
147,0.72559,0.669215977191925,0.8683362007141113,0.7901496291160583,0.7432329654693604,0.7922924160957336,0.6954748034477234,0.6667051911354065,0.8006582856178284,0.6222917437553406,0.7044216990470886,0.6393311619758606,0.717433512210846,0.5798035860061646,0.6474916934967041,0.8625762462615967,0.8460366129875183,0.5869278311729431,0.8003340363502502,0.8515588045120239,0.8156524300575256,0.8428206443786621,0.7076312303543091,0.4956701993942261,0.4968506693840027,0.6552222371101379,0.6334326863288879,0.9147629141807556,0.7341648936271667,0.7067750692367554
148,0.73642,0.620934247970581,0.8162084817886353,0.5386291146278381,0.6695795059204102,0.723061740398407,0.8773725628852844,0.729057252407074,0.6739472150802612,0.8058052062988281,0.6400163769721985,0.6878771781921387,0.7241055369377136,0.6538805961608887,0.7200526595115662,0.8044642806053162,0.7402967214584351,0.7026923298835754,0.6024504899978638,0.7228567600250244,0.6748547554016113,0.7007780075073242,0.8011301755905151,0.7012310028076172,0.6898273825645447,0.8162024021148682,0.7223456501960754,0.9200789332389832,0.8543493151664734,0.7608711123466492
149,0.74314,0.7849717736244202,0.8692142963409424,0.7886497974395752,0.5846613049507141,0.6312869191169739,0.8018383979797363,0.6650419235229492,0.7301667928695679,0.7976133227348328,0.8437183499336243,0.6811915636062622,0.7695522308349609,0.7681758403778076,0.6202471852302551,0.5695799589157104,0.7437652349472046,0.6372182965278625,0.6871504783630371,0.7958224415779114,0.8081076145172119,0.7546355128288269,0.6465418934822083,0.6890591382980347,0.8153137564659119,0.744288444519043,0.8062038421630859,0.8241575956344604,0.5413494110107422,0.7640466690063477
150,0.7418,0.8364030718803406,0.9233609437942504,0.8404608964920044,0.573760449886322,0.6174494624137878,0.7240715622901917,0.4983874857425689,0.7298919558525085,0.5998332500457764,0.8426141738891602,0.7847577333450317,0.8197234272956848,0.8189873099327087,0.6741722226142883,0.8808119893074036,0.6320037841796875,0.6569414138793945,0.7753540873527527,0.519494891166687,0.7915093898773193,0.7317790985107422,0.6423848271369934,0.7044979333877563,0.558630108833313,0.5453453063964844,0.6980184316635132,0.8077855706214905,0.7683396935462952,0.5476276874542236
151,0.71769,0.7818030118942261,0.8333286643028259,0.7127392292022705,0.5638132095336914,0.674114465713501,0.7154667377471924,0.7847426533699036,0.5528904795646667,0.8217581510543823,0.7820857763290405,0.7756025195121765,0.5466979146003723,0.5518255829811096,0.6350208520889282,0.7622350454330444,0.7578514814376831,0.6679494380950928,0.8146172761917114,0.8084684610366821,0.6324047446250916,0.7255159020423889,0.708966851234436,0.7439540028572083,0.6280113458633423,0.7060849666595459,0.7597280144691467,0.7193467020988464,0.6908039450645447,0.8425058126449585
152,0.65943,0.7433130145072937,0.7187891602516174,0.6709328889846802,0.7116788625717163,0.7103840112686157,0.6611754894256592,0.742389976978302,0.6094656586647034,0.7303743958473206,0.7617091536521912,0.6520534753799438,0.4968672692775726,0.8377270102500916,0.5189951062202454,0.8611949682235718,0.7958224415779114,0.780447781085968,0.721311628818512,0.6464452743530273,0.8383181691169739,0.6925559639930725,0.8470362424850464,0.683935284614563,0.6761733889579773,0.7275359630584717,0.6835354566574097,0.7558046579360962,0.6767467856407166,0.7899556159973145
153,0.56815,0.7188136577606201,0.7181130647659302,0.4771037697792053,0.5849164724349976,0.6410567760467529,0.5804872512817383,0.5880705714225769,0.6840741634368896,0.5500022172927856,0.7011759281158447,0.653087854385376,0.5593926310539246,0.7279436588287354,0.5122917294502258,0.7990206480026245,0.7951120138168335,0.5514087677001953,0.6558730602264404,0.7180862426757812,0.4759957790374756,0.6277413964271545,0.7736198306083679,0.4710482060909271,0.6367146968841553,0.4128913283348083,0.673941969871521,0.5343096852302551,0.595622181892395,0.7819204330444336
154,0.4571,0.3757467567920685,0.4899189174175262,0.5174261927604675,0.3366806805133819,0.4873866140842438,0.5146371722221375,0.5271964073181152,0.3558224439620971,0.5830802917480469,0.5839810371398926,0.4863001704216003,0.5854155421257019,0.6127570867538452,0.4022970199584961,0.6003745794296265,0.6854392290115356,0.6207870244979858,0.6209708452224731,0.6059967279434204,0.6678637266159058,0.3951433300971985,0.4272259473800659,0.536142885684967,0.5291510820388794,0.5698819756507874,0.4588970839977264,0.603618860244751,0.4464356601238251,0.5612797737121582
155,0.34578,0.4163794815540313,0.5124212503433228,0.3816226124763489,0.487602561712265,0.2900505363941192,0.5060957670211792,0.3388535976409912,0.3458344042301178,0.4105160534381866,0.3630863726139068,0.3647308051586151,0.3416059911251068,0.3055270910263061,0.3155970275402069,0.5540950894355774,0.5411523580551147,0.4692584574222564,0.4494156837463379,0.4029474854469299,0.4629654586315155,0.3424923717975616,0.231097862124443,0.3936287760734558,0.3979723453521728,0.3826630413532257,0.3356810510158539,0.4747673869132995,0.4910106658935547,0.3871908187866211
156,0.25682,0.1516323238611221,0.4412449598312378,0.1951031386852264,0.344134122133255,0.1622605919837951,0.1860641688108444,0.1389175951480865,0.266031414270401,0.2808175086975097,0.1328718513250351,0.243973046541214,0.2384931743144989,0.2170675098896026,0.2406910061836242,0.3680758774280548,0.4412762820720672,0.2295825630426406,0.3849103152751922,0.3193071484565735,0.2023157626390457,0.2422055602073669,0.3709218800067901,0.207535520195961,0.1541314125061035,0.3723110854625702,0.2876450717449188,0.3501711785793304,0.2475129067897796,0.22658441960811615
157,0.201,0.1672138422727584,0.1767688691616058,0.2079047262668609,0.1810527890920639,0.1216848716139793,0.2482184618711471,0.1147123575210571,0.0647239312529563,0.1797692775726318,0.2320276498794555,0.2008808702230453,0.1408428698778152,0.2004561722278595,0.1974455565214157,0.1885379552841186,0.2609709501266479,0.2162007689476013,0.1316525042057037,0.1451422721147537,0.2125986069440841,0.1607566177845001,0.1321055144071579,0.1158139184117317,0.152404323220253,0.0754884779453277,0.1042803898453712,0.1913560330867767,0.1001716256141662,0.1734558790922165
158,0.16993,0.1154126301407814,0.1835363954305648,0.1619835048913955,0.1287177801132202,-0.1002068072557449,0.145653024315834,0.070969745516777,0.0706764236092567,0.0854281783103942,0.0902017280459404,0.029765659943223,-0.1767511963844299,0.1519645303487777,0.0478843823075294,0.1329186558723449,0.300534576177597,-0.06180115416646,0.2300185710191726,0.0522719323635101,0.0285491496324539,0.2167254984378814,-0.0452885292470455,0.1462653428316116,0.149857297539711,0.1430301219224929,0.1499796062707901,0.199059784412384,0.1037764176726341,0.14529703557491302
159,0.14753,0.1481362581253051,0.2195609360933303,0.0673328638076782,0.1748250871896743,-0.0439831167459487,0.0881790593266487,0.1910551637411117,0.0823790729045867,0.1923281103372573,0.1767824590206146,0.1945214122533798,0.1336702704429626,0.1110739633440971,0.1441109180450439,0.2189248353242874,0.1478663384914398,0.1133084148168563,0.1674818694591522,0.1203364208340644,0.1438900828361511,0.1979015916585922,-0.0497370436787605,-0.0069166738539934,0.1529052704572677,0.1889222562313079,0.1440694034099578,0.1267675906419754,0.1016038805246353,0.1784329116344452
160,0.12686,0.1539234071969986,0.1793166399002075,0.0439651273190975,0.1416016519069671,-0.0181161109358072,0.1706593334674835,0.0475731268525123,0.1783876121044159,0.0772427394986152,0.1248955503106117,0.1467745900154113,-0.0382106900215148,0.0850646421313285,0.061213131994009,0.1857768893241882,0.3333503305912018,0.1824080348014831,0.1669522225856781,0.1305147111415863,-0.1467569172382354,0.0315452180802822,0.1569804400205612,0.1001365184783935,0.2164250016212463,0.1350976228713989,0.1015721708536148,0.2115408480167389,0.2077182382345199,0.14442047476768494
161,0.1074,0.0998884961009025,0.1943926811218261,0.1940215826034546,0.0789377391338348,0.1551000922918319,0.1197799816727638,0.0836384296417236,0.2418710887432098,0.0339452028274536,0.1867508441209793,0.0957306623458862,0.1321209967136383,0.12540103495121,0.1847462952136993,0.1831430345773697,0.2684995234012604,0.178912341594696,0.2069088667631149,0.1337801218032837,0.2181611508131027,-0.0425025410950183,0.1576459854841232,0.0402155593037605,0.0411466769874095,0.2110285758972168,-0.072530411183834,0.2692862451076507,0.0595015250146389,0.18517325818538666
162,0.0934,0.0027689675334841,0.241426020860672,0.1937286406755447,0.1221023872494697,0.1484714746475219,0.0560968108475208,0.0921428576111793,-0.0104157654568552,0.1557516604661941,0.1224194914102554,0.1262647658586502,0.1253866851329803,0.109107919037342,0.1220646426081657,0.2250355035066604,0.2885707020759582,0.1578196287155151,0.0796753838658332,0.1279371082782745,0.1360281705856323,0.0771445930004119,0.0225472003221511,0.0871631950139999,0.0822412818670272,0.1923341453075409,0.1560891568660736,0.1415287852287292,0.0547200515866279,0.19768376648426056
163,0.09056,0.1162246391177177,0.2847076952457428,0.2266818135976791,0.1100339367985725,-0.033122681081295,0.1589747965335846,0.0575894638895988,0.1161989718675613,-0.0075352154672145,0.0584894344210624,0.0154216075316071,0.0727081522345542,0.167504146695137,0.0677288696169853,0.1164847388863563,0.2193808704614639,0.1891215741634369,0.1185693219304084,0.206264466047287,0.112623244524002,0.0613418631255626,0.193803384900093,0.0809823051095008,0.1005895212292671,0.1628249734640121,-0.0142017621546983,-0.0663364976644516,0.1633636653423309,0.12684498727321625
164,0.10139,0.069094680249691,0.1839897781610489,0.0805281698703765,0.1725740283727646,0.184751957654953,-0.0044644027948379,-0.004454965237528,0.207094594836235,0.0310487989336252,0.0972172766923904,0.1109667494893074,0.1063947901129722,-0.0041325758211314,0.1125130131840705,0.2121025770902633,0.2219124138355255,0.0958510860800743,0.1307298839092254,0.0431200824677944,0.0021241891663521,0.0424054637551307,0.0652682930231094,0.0371487103402614,0.1433796882629394,0.1539147198200225,0.0352702476084232,0.1867700964212417,0.1067722961306572,0.1634856015443802
165,0.12949,0.0973509177565574,0.254300445318222,0.2473441511392593,0.1278106421232223,0.0866358205676078,-0.022297354415059,-0.0351351574063301,-0.0151938451454043,0.1022056192159652,0.1239940673112869,-0.0621833801269531,0.1413551419973373,0.1037926524877548,0.0299814045429229,0.181137353181839,0.2371670007705688,0.052623201161623,0.1972658634185791,0.1659171134233474,0.1530275791883468,0.0117137553170323,0.0880892127752304,0.1740564852952957,0.0647967830300331,0.1963489055633545,0.1624508649110794,0.2056298702955246,0.1298691779375076,-0.06436139345169067
166,0.18456,0.1468161195516586,0.2457729876041412,0.245926633477211,0.1740485578775406,0.0757474452257156,0.1598977893590927,0.0040060505270957,0.2260551452636718,0.1823989748954773,0.1910570412874221,-0.0143508771434426,0.1870215237140655,0.1502095162868499,0.1233043670654296,0.2188935130834579,0.2071172446012497,0.2076223492622375,0.0457705445587635,0.220719113945961,0.1657234579324722,0.3256798088550567,0.1310552954673767,0.1795590072870254,0.1449606865644455,0.2553110122680664,0.0741539970040321,0.1781943291425705,0.221431478857994,0.2098114937543869
167,0.26959,0.2592378258705139,0.3662132620811462,0.1676947772502899,0.3071265816688537,0.3335353136062622,0.2948044538497925,0.16180419921875,0.3101013302803039,0.2591608166694641,0.1574859172105789,0.315748780965805,0.3236367404460907,0.1364128440618515,0.2927640378475189,0.1019836515188217,0.3839952349662781,0.3082334101200104,0.1175134405493736,0.2423414587974548,0.1919506043195724,0.1666951477527618,0.2759031653404236,0.1258245855569839,0.1356064975261688,0.1068504378199577,0.1182571277022361,0.3779804706573486,0.2593925893306732,0.2378295212984085
